seqname,tax_id
302640,o__Clostridiales
4409905,f__Ellin6075
45645,g__Prevotella
4352616,c__Alphaproteobacteria
4457427,g__Lachnospira
137083,f__HTCC2089
137080,g__Candidatus_Caldiarchaeum
758836,g__Tatlockia
113959,f__Koribacteraceae
4314629,o__Acidimicrobiales
821608,g__Kaistobacter
799497,g__Gordonia
3025176,g__Planctomyces
3214678,f__Syntrophobacteraceae
4350611,g__Sulfurospirillum
275691,c__GN15
275693,f__Lachnospiraceae
4409902,p__FBP
4335936,f__Koribacteraceae
810169,c__Gemm-3
275696,o__Clostridiales
408513,g__Oscillospira
4222435,f__Saprospiraceae
98911,f__Burkholderiaceae
4222439,k__Bacteria
191884,f__Ruminococcaceae
346289,f__OCS155
4473386,f__Spirochaetaceae
808309,g__Erwinia
264359,o__Clostridiales
808305,f__Piscirickettsiaceae
808306,g__Anaerofilum
264352,f__S24-7
3104110,c__OP8_1
516752,g__Phascolarctobacterium
4464503,o__Bacteroidales
4464504,f__SB-1
278110,c__Gemm-1
278113,f__SB-1
811410,o__SHA-43
811417,o__DRC31
713108,s__chocolatum
811414,g__Shewanella
197074,f__S24-7
197077,g__Roseburia
108008,s__doliolum
197072,s__uniformis
1793774,g__Cellulomonas
565495,f__Christensenellaceae
156463,f__[Cerasicoccaceae]
108003,s__ellipsosporum
1630017,f__Lachnospiraceae
234421,g__[Ruminococcus]
1983873,o__OPB11
3163524,s__aureus
1064541,o__Solibacterales
950169,f__Micrococcaceae
3345,g__Paulinella
569498,p__GAL15
4424552,f__Ellin6075
567437,o__RF39
751973,g__Pseudomonas
772506,g__Candidatus_Portiera
3319380,f__Nocardioidaceae
260914,o__Clostridiales
4074649,c__[Lentisphaeria]
31123,g__Arcanobacterium
273164,f__S24-7
4362531,o__MSBL9
299639,f__Lachnospiraceae
299638,f__RFP12
553466,f__OM27
4409453,g__Segetibacter
648795,c__OPB54
4409450,g__Flavisolibacter
529689,g__[Prevotella]
530532,g__Spongiibacter
659634,f__Clostridiaceae
106431,g__Chryseobacterium
4480678,o__Methanomicrobiales
1119903,c__SJA-4
1119900,f__Rhodospirillaceae
3479384,f__Legionellaceae
338980,o__Clostridiales
357896,g__Aquicella
643678,g__Pseudomonas
347153,f__Rhodobacteraceae
183532,f__Ruminococcaceae
183533,g__Coprococcus
183534,g__Clostridium
347159,f__Ruminococcaceae
883548,f__Sinobacteraceae
338039,o__Clostridiales
1085699,f__Rhodospirillaceae
4193317,f__Lachnospiraceae
188610,f__Lachnospiraceae
803752,f__Xanthomonadaceae
338034,f__Piscirickettsiaceae
1637546,o__PK329
1637544,g__Treponema
2254354,g__Sphingomonas
812143,o__Pla1
1816549,f__Lachnospiraceae
1637549,f__Chitinophagaceae
1637548,g__Gallionella
196305,f__S24-7
196307,f__Ruminococcaceae
288955,g__Dorea
4394801,s__gnavus
265450,f__Pirellulaceae
308647,f__p-2534-18B5
4445432,f__Chitinophagaceae
196309,f__Ruminococcaceae
2848857,o__Sphingobacteriales
4310019,g__Rhodoplanes
194792,o__Clostridiales
930926,g__Corynebacterium
288950,f__Ruminococcaceae
644372,g__Arcobacter
4310013,f__Gaiellaceae
4310014,c__Deltaproteobacteria
25947,g__Acidaminococcus
314381,f__RFP12
255964,g__Paenibacillus
721654,g__Thermotoga
809894,f__Sphingobacteriaceae
1040601,g__Bacillus
535830,p__Planctomycetes
4331769,g__Thalassomonas
535833,g__Arcobacter
4375529,g__Owenweeksia
552730,f__Spirochaetaceae
535839,o__B110
326163,g__Meiothermus
552734,c__Deltaproteobacteria
532521,s__anaerobius
42147,f__Cyclobacteriaceae
228443,f__Rhodospirillaceae
35330,o__Streptophyta
537085,g__Klebsiella
537083,g__Z-35
543895,g__Clostridium
4337397,c__Alphaproteobacteria
181394,f__Scytonemataceae
3336996,o__Rhizobiales
55243,s__roseae3
2502097,f__ML635J-40
525841,f__Enterobacteriaceae
189563,g__Marinobacter
2484834,g__Frankia
1107346,o__RB41
4317544,o__Euglenozoa
4317542,o__DS-18
196652,s__glathei
1088118,g__Prevotella
309994,o__Clostridiales
4317548,f__Marinilabiaceae
2845471,g__Steroidobacter
908663,s__aureus
590001,f__Phormidiaceae
247070,s__ferrooxidans
593358,o__Myxococcales
697437,f__Helicobacteraceae
182289,g__Coprococcus
1008648,s__otitis
182287,f__Lachnospiraceae
4303318,o__Rickettsiales
593355,g__MB11C04
593357,g__Prevotella
267284,g__Treponema
588699,f__Desulfovibrionaceae
2729244,o__OPB11
315268,f__Ruminococcaceae
184610,s__caccae
184617,o__Spirobacillales
230897,s__hypermegale
515476,f__Sphingobacteriaceae
135762,o__Phycisphaerales
942766,o__Rickettsiales
327695,o__Bacteroidales
327694,s__fragi
4326806,f__Ruminococcaceae
556704,o__Bacteroidales
205417,s__farmeri
4423693,o__WCHB1-07
905781,f__Thiotrichaceae
4326809,o__DRC31
95195,f__Lachnospiraceae
281311,g__Desulfococcus
281310,o__Lactobacillales
223377,o__Chlorophyta
103151,g__Actinomyces
70013,o__WCHB1-41
1121107,s__multivorans
1121106,g__Natronincola_Anaerovirgula
579816,c__BD1-5
2904384,o__iii1-15
582069,g__Atopobium
4396234,g__Cardiobacterium
4396235,s__subflavae1
582066,o__[Pedosphaerales]
93694,o__Ellin6513
176225,g__[Ruminococcus]
4395769,o__Rhizobiales
538026,g__Oxobacter
236801,o__Clostridiales
1119975,s__meridiei
592004,f__Ruminococcaceae
4370008,f__Victivallaceae
569864,g__Thiovirga
291998,f__Lachnospiraceae
246307,f__Coxiellaceae
4334606,g__Desulfotomaculum
3273741,f__Brachyspiraceae
592009,f__Phormidiaceae
36013,o__Phycisphaerales
36010,f__Desulfobulbaceae
780722,f__Flavobacteriaceae
1084900,f__Christensenellaceae
1084906,g__Staphylococcus
4448694,g__Prevotella
345144,o__Bacteroidales
820362,g__Coprococcus
820367,g__Lactobacillus
820368,o__Ucn15732
110847,f__Christensenellaceae
571176,p__WS1
4422568,f__Rhodobacteraceae
3593081,o__Legionellales
547148,c__Gemm-1
143142,o__Elusimicrobiales
4422565,s__ochracea
298346,f__Ruminococcaceae
4419413,f__SBYG_4172
4425690,s__ochracea
718565,g__Oribacterium
4419414,g__Desulfotomaculum
4419415,f__SBYG_4172
248337,f__Beijerinckiaceae
4419418,c__[Pedosphaerae]
655287,c__ZB2
739337,f__A4b
1071513,f__Nocardioidaceae
795205,c__Betaproteobacteria
4369884,g__Kaistobacter
812935,g__Phormidium
4369880,f__Coxiellaceae
698757,o__RB41
4445182,g__Sporomusa
698752,c__SAR202
4366536,p__GN02
860929,f__Sphingomonadaceae
296417,g__Prevotella
296410,f__S24-7
1141839,c__KIST-JJY010
296412,f__Ruminococcaceae
278241,f__Saprospiraceae
591583,g__Streptococcus
4473018,f__Marine_group_II
4333086,g__Lactobacillus
1776714,f__Lachnospiraceae
1107548,p__TM7
574426,c__Betaproteobacteria
621130,o__Bacteroidales
743104,o__Bacteroidales
326906,o__Bacteroidales
4367489,o__Flavobacteriales
159892,c__Deltaproteobacteria
820981,p__OD1
4385138,g__Haemophilus
620845,g__Sulfuritalea
158267,g__Pseudoalteromonas
584056,g__Alkalibacterium
584055,o__Ellin6513
4439195,s__nodulosa
524928,f__Ruminococcaceae
524929,p__WS4
789693,s__ignava
182112,f__S24-7
360000,g__Bacteroides
574008,f__Haloplasmataceae
4319282,o__AKYG1722
4319281,f__Phyllobacteriaceae
175962,f__Ruminococcaceae
287949,g__Prevotella
4368597,s__lwoffii
4330604,o__Actinomycetales
287940,o__Bacteroidales
4330602,f__Isosphaeraceae
4368590,f__Cyanobacteriaceae
1543166,c__[Pedosphaerae]
1543165,f__KSB4
212159,g__Pedobacter
242559,f__Saprospiraceae
4472949,g__Fusobacterium
662796,c__OPB14
1115717,o__Thiobacterales
212153,g__Leptolyngbya
1080100,g__Pedobacter
175963,f__Lachnospiraceae
245029,f__Pseudoalteromonadaceae
60184,f__Rhodospirillaceae
88820,c__0319-6E2
213687,g__Mycobacterium
245022,g__Prevotella
4385791,g__Bacteroides
4385790,g__Bacteroides
1557336,f__Spirochaetaceae
40429,o__Bacillales
401798,f__Nocardioidaceae
221589,f__Xanthobacteraceae
628455,g__Syntrophomonas
14507,g__Bacillus
14500,s__agaradhaerens
288193,o__Clostridiales
354501,o__Clostridiales
4323566,f__Streptomycetaceae
3640480,c__PBS-25
777733,s__GX3
136926,c__Gemm-6
136925,f__MND4
136924,o__BPC015
2247275,f__Piscirickettsiaceae
2247274,f__Coxiellaceae
219457,g__Pseudomonas
4386443,o__iii1-15
1019161,o__Chromatiales
318190,f__Ruminococcaceae
819636,f__Enterobacteriaceae
383376,f__Pseudomonadaceae
2706302,s__parainfluenzae
318194,o__Clostridiales
318195,f__Cyclobacteriaceae
819631,o__NB1-j
350384,g__Alkalibacillus
934235,g__Beijerinckia
312770,s__eggerthii
656169,c__Acidobacteria-5
2123649,f__Cystobacterineae
307692,o__Bacteroidales
684092,c__Clostridia
361359,f__Acetobacteraceae
801168,g__Halorubrum
793066,o__Chlorophyta
89159,c__TM7-1
582846,g__Anaerovorax
452324,f__[Chthoniobacteraceae]
89151,o__MLE1-12
582840,f__Gemmataceae
103364,g__Lutimonas
170268,f__A10
103366,c__PRR-11
141867,g__Treponema
170262,f__Ruminococcaceae
625724,g__Arcobacter
60332,f__Enterobacteriaceae
1008689,g__Anaerococcus
4325595,f__Saprospiraceae
832652,s__subterranea
832651,f__A4b
828535,f__Pirellulaceae
4424785,o__iii1-15
4424782,f__Koribacteraceae
304760,g__KSA1
660935,g__Mycoplasma
1554682,f__Rhodocyclaceae
1554680,o__Sphingomonadales
1554686,f__Comamonadaceae
581574,f__Rhodospirillaceae
364805,f__Geodermatophilaceae
1554689,f__Rhodocyclaceae
305608,g__Phascolarctobacterium
4341548,o__d153
4364593,f__Rhodobacteraceae
632630,g__Ectothiorhodospira
305609,c__JG37-AG-4
150579,o__Chlorophyta
65679,f__kpj58rc
150574,f__Xanthomonadaceae
4427473,f__Ellin6075
65674,c__SJA-4
65673,c__GKS2-174
150571,f__Enterobacteriaceae
2849203,f__SB-1
240545,f__Phyllobacteriaceae
4426789,f__Cytophagaceae
547960,g__DA101
153009,g__Bacillus
215216,f__[Fimbriimonadaceae]
3020733,f__Enterobacteriaceae
4426780,g__Methanosaeta
4295063,f__[Mogibacteriaceae]
153003,f__Sinobacteraceae
333325,f__Ruminococcaceae
148325,g__Candidatus_Tammella
148326,s__propionica
148327,o__LD1-PB3
587933,g__Coprobacillus
816454,f__Flavobacteriaceae
4371152,o__Chromatiales
1846273,f__Pirellulaceae
4383961,f__Enterobacteriaceae
559269,c__Gammaproteobacteria
4383963,g__Fusobacterium
559267,f__Rhodospirillaceae
4276843,c__PRR-11
161901,f__Aeromonadaceae
806016,o__S-BQ2-57
161902,f__Ruminococcaceae
191537,g__Candidatus_Azobacteroides
4404614,f__Desulfarculaceae
350692,g__Candidatus_Portiera
3929758,s__caccae
4166945,c__Deltaproteobacteria
80484,g__Marinobacter
2595164,g__Pseudonocardia
510320,o__Rhizobiales
95570,g__Ruminococcus
4166949,c__MD2896-B26
157722,f__Comamonadaceae
1130295,c__Aquificae
4209184,g__Planctomyces
12106,s__viridialbum
12101,g__Streptosporangium
548887,g__Flavobacterium
4342012,f__Rubrobacteraceae
685213,k__Bacteria
4357864,o__iii1-15
97596,o__Chromatiales
1132675,s__flexus
350036,f__Ruminococcaceae
665884,c__Gemm-1
350698,o__Clostridiales
574821,o__Bacteroidales
665882,o__ML615J-28
9349,g__Ruminobacter
362078,f__Ruminococcaceae
90065,o__Sphingomonadales
243433,o__Clostridiales
46681,g__Treponema
639986,g__Prevotella
1107039,o__LD1-PB3
2361610,p__Bacteroidetes
149057,f__[Marinicellaceae]
664135,f__Christensenellaceae
2046080,s__hieronymusii
349246,f__Ruminococcaceae
350979,f__Ruminococcaceae
349249,o__Phycisphaerales
350973,f__Planococcaceae
350970,f__Lachnospiraceae
199608,o__FS117-23B-02
258175,g__Chryseobacterium
542878,o__NB1-j
851744,g__Pasteurella
827612,f__Comamonadaceae
4400712,o__p04_C01
254728,o__iii1-15
254729,o__iii1-15
1129965,f__Rhodobacteraceae
4316016,p__GN04
571373,g__Heliorestis
506713,s__acnes
609513,f__Ruminococcaceae
513679,o__[Pedosphaerales]
192654,g__Ruminococcus
2518543,c__Alphaproteobacteria
68759,g__Salinibacterium
3584396,f__Saprospiraceae
96882,g__Psychrilyobacter
2033806,g__Paenibacillus
68753,s__badius
2033801,p__SR1
4365073,g__Desulfotomaculum
193970,s__pacificuse1
193972,g__Blautia
193975,g__Coprococcus
4447130,o__Bacteroidales
4408878,f__Flavobacteriaceae
269907,g__[Prevotella]
4297506,f__Pseudanabaenaceae
269902,f__S24-7
49461,f__[Paraprevotellaceae]
4408871,f__Pirellulaceae
2842,o__MSBL9
2843,o__AKAU3564
2840,g__Planctomyces
2841,g__Planctomyces
177773,f__Thermoanaerobacteraceae
4409704,f__Chitinophagaceae
2355047,f__Saprospiraceae
1136605,f__Coxiellaceae
160693,g__Planctomyces
268050,o__agg27
544098,o__Myxococcales
349862,f__Ruminococcaceae
1104999,c__Gemm-5
268057,o__Myxococcales
544092,o__iii1-15
544093,f__Rhodobacteraceae
685505,o__Solibacterales
2290588,o__Myxococcales
4351855,g__Pseudomonas
1914875,f__Lachnospiraceae
2850386,o__Desulfovibrionales
178018,f__Lachnospiraceae
288428,o__Clostridiales
4482905,g__Butyrivibrio
4442419,g__Bacillus
288422,f__Clostridiaceae
288420,f__Ruminococcaceae
178012,f__Lachnospiraceae
178015,f__Ruminococcaceae
178016,g__[Ruminococcus]
197830,o__Clostridiales
4406449,f__Anaerolinaceae
826563,g__Vibrio
634316,f__Clostridiaceae
280213,g__Cohnella
1943909,g__Marinobacter
1768007,f__Marinilabiaceae
509139,c__Mollicutes
540433,g__Vibrio
570020,f__Lachnospiraceae
570023,f__EB1017
264887,f__Dehalococcoidaceae
1145887,g__Rhodocytophaga
2639475,s__johnsonii
263350,f__S24-7
252762,f__Rhodobacteraceae
156524,f__Flammeovirgaceae
807277,g__Actinomyces
156520,f__Flammeovirgaceae
4477696,s__parainfluenzae
319455,f__Christensenellaceae
4410469,f__Rhodobacteraceae
4453940,f__Desulfuromonadaceae
4410464,c__WM88
4410466,c__Betaproteobacteria
712007,g__DCE29
4410461,s__perfringens
258586,o__Clostridiales
258587,g__Nostoc
4028110,g__Pseudomonas
351207,c__Betaproteobacteria
351206,o__Clostridiales
169316,o__Bacteroidales
340382,g__Halorhabdus
150969,o__Bacteroidales
1147484,o__WCHB1-41
1105447,g__Candidatus_Rhabdochlamydia
161126,c__Chloroplast
1629007,o__Sphingomonadales
1028549,s__nigrescens
98983,g__Nocardioides
4376688,f__Xanthomonadaceae
509258,c__PBS-25
1871227,g__Coprobacillus
1106184,g__BD2-6
1106185,o__NB1-j
1098051,g__Chryseobacterium
4340506,f__Comamonadaceae
4354000,g__Vibrio
1119658,f__Legionellaceae
1119659,g__Exiguobacterium
79737,f__Flammeovirgaceae
4405932,g__Fusobacterium
541746,g__Hymenobacter
541741,o__iii1-15
221405,f__Armatimonadaceae
541749,g__Candidatus_Solibacter
221402,f__Sphingobacteriaceae
567715,g__Blautia
567712,f__Cyclobacteriaceae
535932,s__chocolatum
166698,g__Mycoplasma
149879,f__Rikenellaceae
149878,o__PB19
259671,f__Nitrospiraceae
4331403,g__Phaeobacter
1827821,g__Streptomyces
189011,g__Ruminococcus
166691,c__GKS2-174
259677,o__RF39
331859,o__Clostridiales
890318,o__WD2101
56680,s__subsalsa
315733,f__Clostridiaceae
890316,g__Nocardioides
331857,f__S24-7
3449121,g__Parabacteroides
3449122,g__Streptococcus
4475694,g__Marinobacter
4475690,f__Comamonadaceae
104427,g__Amycolatopsis
348388,f__S24-7
3320406,s__gnavus
2771073,f__Lachnospiraceae
774012,c__Gemm-2
36926,g__Frankia
1112121,o__Clostridiales
3495511,o__noFP_H7
4458039,f__Ruminococcaceae
4458038,g__Clostridium
114732,g__Pleomorphomonas
114730,g__Ruminococcus
921911,o__MIZ46
4458036,g__Desulfitobacter
4458034,g__Geosporobacter_Thermotalea
297111,g__Oscillospira
165927,f__S24-7
165926,s__prausnitzii
297114,g__5-7N15
165924,s__prausnitzii
165105,f__Cyanobacteriaceae
165929,g__Pseudomonas
102237,g__Candidatus_Nitrososphaera
291929,o__Bacteroidales
2954930,f__S24-7
387390,g__Halomonas
854050,s__muralis
565900,f__Sinobacteraceae
1107703,g__Allobaculum
2815113,o__iii1-15
2410340,f__Hyphomonadaceae
2958053,f__Nitrospiraceae
4328053,f__Christensenellaceae
332317,g__Bacteroides
330333,g__Oscillospira
968053,f__A4b
292699,g__Prevotella
4361528,g__Acinetobacter
299189,c__Deltaproteobacteria
4352797,g__Mycobacterium
293128,f__Lachnospiraceae
4352799,o__Chlorophyta
4352798,f__Nocardioidaceae
578615,g__Burkholderia
2992128,g__Dorea
299187,f__Lachnospiraceae
299185,o__Clostridiales
299184,f__Lachnospiraceae
962448,g__Gemmata
352171,o__Clostridiales
265986,o__Clostridiales
222196,f__Methylophilaceae
1013285,g__Corynebacterium
802696,f__Alteromonadaceae
668111,c__S085
4304312,f__Pirellulaceae
36562,o__Rickettsiales
817574,f__A4b
1113653,k__Bacteria
727369,c__Endomicrobia
1922530,f__Ruminococcaceae
1143839,c__pUWA2
1022944,g__Corynebacterium
3077392,g__Alteromonas
2908674,o__YJF2-48
3261138,s__meridiei
2651015,o__iii1-15
270899,c__Gemm-4
99144,f__R4-41B
99140,g__HMMVBeg-29
1833440,f__Erythrobacteraceae
517364,f__lheB3-7
194201,f__Lachnospiraceae
763545,f__PRR-10
278639,o__NB1-j
566626,p__Planctomycetes
108909,g__Pseudomonas
269599,f__Coxiellaceae
33426,f__Rhodospirillaceae
269597,o__MSBL9
108905,g__Pigmentiphaga
71612,c__Betaproteobacteria
269593,o__Sva0853
141967,o__WCHB1-07
269591,c__ODP123
71617,f__A4b
326292,g__Prevotella
326293,f__[Mogibacteriaceae]
141966,g__Treponema
1768317,g__Prevotella
569518,g__Natronobacillus
569516,c__Alphaproteobacteria
4340369,g__Dialister
4480094,g__Prevotella
4344224,g__Anaerovorax
541086,f__Rhodobacteraceae
347473,g__Candidatus_Portiera
144186,c__Thermoleophilia
572926,f__Flavobacteriaceae
333820,f__Ruminococcaceae
531582,g__Blautia
537510,s__gallinarii
260001,o__Clostridiales
531589,o__RF39
537516,f__C111
3865824,o__Thiohalorhabdales
112105,o__Clostridiales
4350793,f__Xenococcaceae
4328174,o__PeHg47
112109,c__Dehalococcoidetes
757263,f__Syntrophobacteraceae
4481463,g__Bacteroides
4336993,o__BD7-3
4350794,f__Xenococcaceae
229619,g__Shewanella
4444340,f__Rhodocyclaceae
4317090,f__Ignavibacteriaceae
186061,g__Blautia
529722,g__Luteimonas
331038,g__Fervidobacterium
4317092,f__Moraxellaceae
339005,o__agg27
331032,g__Prevotella
146935,g__Lactobacillus
186062,f__Ruminococcaceae
146933,g__Desulfotomaculum
271769,k__Bacteria
516091,f__Helicobacteraceae
180941,f__Ruminococcaceae
516093,s__copri
516092,g__Caloramator
180944,o__Clostridiales
271766,o__Clostridiales
272493,f__Hyphomicrobiaceae
645742,g__Agrobacterium
189849,g__Blautia
769731,o__Solibacterales
4466603,f__Syntrophobacteraceae
723331,c__JL-ETNP-Z39
189843,o__Clostridiales
189840,f__Ruminococcaceae
711526,f__Micrococcaceae
147085,o__Clostridiales
147086,s__lytica
144579,g__Treponema
2021974,o__S0208
184381,f__S24-7
184386,s__prausnitzii
184387,f__Ruminococcaceae
273724,g__Oscillospira
144573,g__Treponema
275605,g__Candidatus_Accumulibacter
327524,c__Gemm-3
137541,f__WSA2
137544,g__Desulfotomaculum
136496,o__Sphingobacteriales
4372131,f__Comamonadaceae
4372130,s__distasonis
342714,f__Haliangiaceae
342716,f__Ruminococcaceae
342711,f__HTCC2188
136499,f__Microbacteriaceae
239628,g__Treponema
113021,o__DS-18
239622,o__MSBL9
524613,o__Euglenozoa
1095969,o__WD2101
172516,g__Leptolyngbya
172515,f__Cryomorphaceae
524618,g__Perlucidibaca
1597279,o__Sphingobacteriales
232909,f__AEGEAN_112
815917,c__SHA-114
232900,f__Coriobacteriaceae
136769,c__Pla3
232905,f__Cryomorphaceae
4437823,f__Lachnospiraceae
272237,g__Plesiocystis
2917805,g__Geobacter
272230,p__Acidobacteria
4437828,f__GZKB119
272239,o__Clostridiales
675804,o__iii1-15
91529,f__Pseudoalteromonadaceae
91524,g__Actinobacillus
91526,f__Christensenellaceae
366977,f__Rhodocyclaceae
91521,o__Chromatiales
91522,o__Phycisphaerales
91523,f__OM60
244202,c__Gemm-1
145624,o__Methanomicrobiales
244201,f__SB-1
988377,c__Deltaproteobacteria
988375,g__Butyricimonas
145621,o__Thiotrichales
4311682,f__Saprospiraceae
101617,g__Candidatus_Chlorothrix
185036,f__S24-7
101611,s__transvaalensis
810855,c__Gemm-1
4481357,f__SB-1
4471122,f__Listeriaceae
4471124,g__Microcoleus
241789,g__Erwinia
4387228,o__Acidimicrobiales
4457147,o__SBYZ_6080
817963,g__Mycetocola
874754,s__luteus
2684545,o__B110
817969,f__Hyphomonadaceae
349752,o__Clostridiales
352802,f__Bacteroidaceae
276808,o__Clostridiales
359788,f__Ruminococcaceae
1116149,c__Gemm-2
276802,f__S24-7
309676,f__S24-7
323526,f__Clostridiaceae
245595,f__S24-7
144578,f__Cystobacterineae
366352,f__Ruminococcaceae
323528,g__Halonotius
177042,o__Clostridiales
4378168,g__Shewanella
177040,f__Lachnospiraceae
177047,f__Lachnospiraceae
1055082,f__Coriobacteriaceae
2708478,g__Fluviicola
4378163,f__ANME-2D
4378160,f__Bacillaceae
4378166,g__Shewanella
2020091,o__Chlorophyta
2020092,g__Chroococcidiopsis
4378165,g__Shewanella
328603,f__Colwelliaceae
4396376,o__S0208
3349138,g__Parabacteroides
550630,o__Cardiobacteriales
539237,f__Coxiellaceae
201988,f__Flammeovirgaceae
1130729,f__Pirellulaceae
3349136,g__Paludibacter
3349135,g__Butyricimonas
321960,f__Ruminococcaceae
321963,g__Clostridium
4433671,c__Alphaproteobacteria
4433676,f__[Weeksellaceae]
321966,f__Sphingomonadaceae
199699,f__Ruminococcaceae
182560,g__Roseburia
2404426,o__YS2
336333,g__Anaerofustis
191064,f__Lachnospiraceae
336338,f__Clostridiaceae
182569,g__Bacteroides
1106654,o__RF39
73679,f__Rhodocyclaceae
4296244,s__dispar
588559,g__Methylomonas
156227,f__Hyphomicrobiaceae
334784,g__Syntrophomonas
802931,f__Thermoactinomycetaceae
587269,s__producta
820086,f__Sphingomonadaceae
836354,f__Ectothiorhodospiraceae
99630,g__Streptacidiphilus
4399495,g__Bacteroides
362505,g__Acinetobacter
362502,f__Flavobacteriaceae
3937304,g__Kaistobacter
362501,s__eutactus
3498470,c__Gemm-1
1125203,o__[Pedosphaerales]
4323885,f__Halomonadaceae
4323887,g__Segetibacter
4423553,f__Ruminococcaceae
4423550,f__Ruminococcaceae
654051,s__bifida
654054,f__WSA2
358435,g__Mycoplasma
754778,f__Enterobacteriaceae
148365,o__Clostridiales
363454,f__Ruminococcaceae
270402,s__psychrophila
1056339,g__Plesiocystis
558007,g__Epulopiscium
4464292,g__Pseudoramibacter_Eubacterium
558003,f__Streptococcaceae
141010,f__Lachnospiraceae
605795,c__OP8_1
870470,o__Rhizobiales
141017,o__BD7-3
1076149,f__Pirellulaceae
321384,o__Bacteroidales
4411366,s__halophilus
4411367,s__scottomollicae
4411361,g__Planctomyces
3095348,c__GN15
827364,g__T78
827367,o__B110
275819,o__Clostridiales
1131091,g__Micrococcus
830980,o__Legionellales
538185,g__Streptococcus
830983,f__Flavobacteriaceae
809056,g__Ucs1325
1131099,s__lacunae
4372918,f__Paenibacillaceae
3348667,g__Planomicrobium
4359214,f__Lachnospiraceae
138424,f__Beijerinckiaceae
138425,g__Thiomonas
4452511,s__parvicella
4469749,g__Planctomyces
41094,f__SUP05
4430327,g__Planctomyces
839801,o__Bacteroidales
164521,g__Halanaerobium
1067660,g__Streptococcus
4467325,g__Adhaeribacter
512658,g__Chryseobacterium
4414629,c__Gammaproteobacteria
203580,f__Ellin6075
4414627,f__Desulfobulbaceae
4414625,f__Marinilabiaceae
4448713,g__Anaerospora
512654,c__PBS-25
945529,f__Bacteriovoracaceae
1006150,s__acnes
1144079,f__Rhodospirillaceae
4446574,g__Selenomonas
198964,f__S24-7
837401,f__Piscirickettsiaceae
324604,f__Comamonadaceae
837404,g__Flavobacterium
353784,f__Clostridiaceae
14200,g__Tepidibacter
340581,g__Polynucleobacter
55799,f__Enterobacteriaceae
5492,g__Bartonella
14205,s__sordellii
170185,f__Ruminococcaceae
4377242,f__Halomonadaceae
575252,c__Alphaproteobacteria
4333043,s__parvula
4380331,p__Proteobacteria
4380333,f__Acidimicrobiaceae
1144070,g__Bacillus
293717,s__copri
971038,g__Staphylococcus
243524,g__Acidithiobacillus
582563,o__Bacteroidales
1613455,c__SAR202
139019,f__Oxalobacteraceae
583215,g__Chelonobacter
254811,c__Gammaproteobacteria
583211,o__Bacteroidales
583213,o__Clostridiales
970344,f__Oceanospirillaceae
4471900,g__Methylophaga
625028,g__Sulfurimonas
1031040,g__Gelidibacter
351800,f__Coriobacteriaceae
747279,g__Agromyces
826017,f__NS9
727924,g__Treponema
772383,o__Ellin6513
660477,g__Paludibacter
1140615,o__Sva0853
838147,s__caviae
785370,o__Flavobacteriales
4440118,c__MSB-5A5
314415,f__Rhodobacteraceae
137954,f__Cenarchaeaceae
137956,g__Streptomyces
137950,g__Bacillus
137953,f__Thiotrichaceae
4367566,f__[Marinicellaceae]
4367562,f__Lachnospiraceae
591424,g__Desulfomicrobium
4468833,f__mb2424
195807,g__Blautia
679066,g__Halonotius
195805,f__Lachnospiraceae
818826,f__Hyphomicrobiaceae
47677,g__Streptomyces
195801,s__prausnitzii
818822,g__Piscirickettsia
262314,o__Clostridiales
262315,o__Clostridiales
195808,f__Lachnospiraceae
695731,s__gallinifaecis
99044,f__Nitrosomonadaceae
8297,g__Psychrobacter
3151316,c__MCG
48912,o__Lactobacillales
4328792,o__Clostridiales
4421301,o__Clostridiales
4421300,o__Bacteroidales
4421303,o__Bacteroidales
4421302,g__Geobacter
318876,f__Ruminococcaceae
4442386,f__Bacillaceae
4442387,s__prausnitzii
171074,o__SB-34
4442383,g__Bacillus
233220,g__Citrobacter
4442381,g__Bacillus
2717581,p__AC1
2717580,o__SB-45
2717583,f__Dehalococcoidaceae
2717582,f__Dehalococcoidaceae
4321627,o__Myxococcales
4406939,f__Propionibacteriaceae
163897,f__Rhodocyclaceae
207917,g__Pseudanabaena
207912,f__EB1017
207910,o__EC94
977698,o__DS-18
161009,f__Chitinophagaceae
661986,o__HydGC-84-221A
82380,f__Xanthomonadaceae
3023198,o__RB41
778142,g__Bulleidia
161000,o__Sva0725
161001,s__dolichum
161002,g__Desulfococcus
1047077,g__Actinomyces
740729,f__Isosphaeraceae
624373,f__Christensenellaceae
3484497,g__Roseburia
667122,p__Acidobacteria
667124,o__MSBL9
881104,g__Legionella
4355971,o__Clostridiales
4355972,f__EtOH8
19329,s__brierleyi
107428,o__[Pedosphaerales]
19323,f__Flammeovirgaceae
546919,g__Nevskia
682590,g__Mycoplasma
292053,g__L7A_E11
666452,o__PK329
158026,f__CCA47
546910,o__CCU21
2453568,o__PK29
546914,o__GW-28
261663,f__Dolo_23
310409,f__Lachnospiraceae
4475103,f__Saprospiraceae
135801,o__Kiloniellales
4312845,f__Pseudomonadaceae
310407,o__Clostridiales
4312847,o__Burkholderiales
556096,g__Fusibacter
1753826,f__mb2424
2214073,c__Deltaproteobacteria
2214072,f__Desulfarculaceae
